
date,trader_id,realized_pnl,unrealized_pnl
2004-07-19,105,-213.75,-3622.02
2004-08-12,101,257.79,-37.11
2004-08-12,102,649.27,-906.34
2004-08-12,103,-604.8,768.07
2004-08-12,104,694.84,2778.85
2004-08-12,105,387.74,4208.18
2004-11-02,101,796.35,-2260.13
2004-11-02,102,642.55,684.12
2004-11-02,103,-305.85,1489.07
2004-11-02,104,-690.69,3752.26
2004-11-02,105,718.51,4901.6
2005-01-03,101,-832.17,-2659.1
2005-01-03,102,218.51,-4036.06
2005-01-03,103,-37.03,3669.31
2005-01-03,104,-717.34,-2340.43
2005-01-03,105,141.52,-4808.09
2005-01-28,101,95.41,-4339.67
2005-01-28,102,853.68,-534.61
2005-01-28,103,157.01,690.04
2005-01-28,104,485.82,4395.95
2005-01-28,105,-185.92,3678.04
2005-09-01,101,-200.41,1838.97
2005-09-01,102,523.54,-3140.66
2005-09-01,103,109.69,-3557.71
2005-09-01,104,-375.92,-128.05
2005-09-01,105,779.04,1883.43
2006-01-18,101,564.86,-1981.23
2006-01-18,102,72.94,-2430.42
2006-01-18,103,745.86,-1211.29
2006-01-18,104,434.2,4246.82
2006-01-18,105,688.71,-4369.18
2006-12-21,101,325.61,1559.74
2006-12-21,102,651.61,-2680.89
2006-12-21,103,771.91,-2426.81
2006-12-21,104,742.45,4669.68
2006-12-21,105,-322.64,3678.37
2007-06-19,101,-101.61,-1853.68
2007-06-19,102,291.21,735.91
2007-06-19,103,-178.07,2452.85
2007-06-19,104,-699.28,-4342.4
2007-06-19,105,-573.22,-2960.54
2008-02-22,101,809.34,3430.91
2008-02-22,102,139.33,-2556.94
2008-02-22,103,521.1,-367.97
2008-02-22,104,160.94,1985.27
2008-02-22,105,-615.33,2129.07
2008-03-18,101,433.74,1266.55
2008-03-18,102,-291.34,-1349.91
2008-03-18,103,424.15,4738.86
2008-03-18,104,38.49,4154.73
2008-03-18,105,-596.17,1903.61
2008-03-28,101,-611.48,-4274.61
2008-03-28,102,-309.59,-787.29
2008-03-28,103,-330.02,-849.65
2008-03-28,104,-150.03,-3027.73
2008-03-28,105,403.28,-1294.2
2008-05-15,101,-485.92,-2837.08
2008-05-15,102,759.52,1825.62
2008-05-15,103,-940.23,2849.68
2008-05-15,104,-699.06,-1518.09
2008-05-15,105,663.55,998.0
2008-08-18,101,624.96,-2757.91
2008-08-18,102,601.74,4202.28
2008-08-18,103,273.88,922.8
2008-08-18,104,-240.49,4158.4
2008-08-18,105,-515.33,-2200.45
2008-09-05,101,-759.27,-4665.08
2008-09-05,102,-468.47,1157.46
2008-09-05,103,967.3,-2426.14
2008-09-05,104,-830.77,-1681.0
2008-09-05,105,872.93,1824.25
2008-12-12,101,848.16,109.93
2008-12-12,102,-577.25,1300.48
2008-12-12,103,-653.84,4413.14
2008-12-12,104,-837.35,75.93
2008-12-12,105,504.02,-2428.2
2009-06-24,101,-725.75,-2034.77
2009-06-24,102,-126.42,-1983.4
2009-06-24,103,420.2,-1902.9
2009-06-24,104,-744.36,-2840.34
2009-06-24,105,296.29,4434.34
2009-07-01,101,46.21,2985.72
2009-07-01,102,870.67,-521.11
2009-07-01,103,-498.66,-723.04
2009-07-01,104,-758.28,2960.91
2009-07-01,105,927.08,260.3
2009-08-07,101,-547.81,-4785.21
2009-08-07,102,774.02,-4176.49
2009-08-07,103,-809.73,2784.19
2009-08-07,104,-562.01,-3976.34
2009-08-07,105,575.51,4271.94
2009-10-07,101,-190.04,-4955.93
2009-10-07,102,992.11,-2194.59
2009-10-07,103,270.1,-1976.17
2009-10-07,104,891.44,-3292.62
2009-10-07,105,-449.31,-627.82
2010-11-03,101,717.08,-1762.7
2010-11-03,102,-402.74,-843.05
2010-11-03,103,270.22,3771.21
2010-11-03,104,736.58,-3880.16
2010-11-03,105,-597.41,-3103.7
2011-02-02,101,-421.96,-540.24
2011-02-02,102,667.24,3689.49
2011-02-02,103,265.44,1441.89
2011-02-02,104,848.31,244.69
2011-02-02,105,-861.69,-4570.3
2011-08-29,101,381.86,81.3
2011-08-29,102,360.28,-2370.22
2011-08-29,103,-817.07,4703.5
2011-08-29,104,259.09,-4948.09
2011-08-29,105,-179.47,2261.76
2011-11-22,101,350.66,-128.73
2011-11-22,102,-961.99,-110.91
2011-11-22,103,-226.15,4448.99
2011-11-22,104,879.64,4591.68
2011-11-22,105,-558.02,-1176.78
2012-04-17,101,7.74,-533.23
2012-04-17,102,-997.46,3603.05
2012-04-17,103,621.06,-3272.41
2012-04-17,104,725.61,606.36
2012-04-17,105,-114.98,168.79
2012-05-29,101,-482.3,2436.6
2012-05-29,102,-821.16,-4744.55
2012-05-29,103,-39.66,2718.15
2012-05-29,104,78.43,381.81
2012-05-29,105,294.62,3317.87
2012-10-25,101,-844.74,3174.83
2012-10-25,102,370.49,2919.68
2012-10-25,103,-952.34,-2336.61
2012-10-25,104,-908.12,-4518.39
2012-10-25,105,-799.54,3070.9
2013-02-15,101,-914.86,3142.23
2013-02-15,102,11.25,2553.45
2013-02-15,103,-326.11,4463.04
2013-02-15,104,316.38,2825.1
2013-02-15,105,900.55,-1723.73
2013-04-30,101,500.64,-3814.96
2013-04-30,102,286.93,-4595.83
2013-04-30,103,-673.17,-2901.46
2013-04-30,104,-321.4,-780.92
2013-04-30,105,579.19,2874.89
2014-03-13,101,-553.36,2807.94
2014-03-13,102,236.93,-113.59
2014-03-13,103,859.69,-2666.46
2014-03-13,104,-226.19,-908.2
2014-03-13,105,241.63,3451.22
2014-06-12,101,-1.36,3699.42
2014-06-12,102,537.25,531.69
2014-06-12,103,-345.35,4305.24
2014-06-12,104,-104.31,2112.01
2014-06-12,105,-5.59,2900.24
2015-05-01,101,22.83,1361.45
2015-05-01,102,-4.5,-1577.32
2015-05-01,103,-842.06,2698.29
2015-05-01,104,-334.09,2814.27
2015-05-01,105,294.84,649.57
2015-06-26,101,888.68,2263.13
2015-06-26,102,685.7,-2820.84
2015-06-26,103,-350.49,-2375.24
2015-06-26,104,-363.36,-131.47
2015-06-26,105,982.23,1732.78
2015-11-23,101,192.21,-1513.51
2015-11-23,102,-435.25,-2502.94
2015-11-23,103,-81.65,939.68
2015-11-23,104,-944.42,531.38
2015-11-23,105,-865.53,1274.9
2015-12-08,101,-468.7,2111.69
2015-12-08,102,-14.1,1673.64
2015-12-08,103,-368.82,-2657.93
2015-12-08,104,508.24,4899.47
2015-12-08,105,13.4,3771.77
2016-02-02,101,407.02,-31.74
2016-02-02,102,415.69,-4430.7
2016-02-02,103,702.6,-2118.51
2016-02-02,104,237.24,1138.42
2016-02-02,105,267.81,1961.34
2016-05-18,101,324.32,-1885.96
2016-05-18,102,-886.85,3710.54
2016-05-18,103,-472.05,4138.68
2016-05-18,104,862.16,-2696.99
2016-05-18,105,429.74,-2.66
2016-06-13,101,317.17,-42.91
2016-06-13,102,-955.56,-685.86
2016-06-13,103,63.15,-3219.84
2016-06-13,104,-904.11,4621.41
2016-06-13,105,402.12,-2007.2
2017-02-08,101,215.61,-3976.6
2017-02-08,102,8.15,3074.34
2017-02-08,103,125.22,-4269.12
2017-02-08,104,-469.97,-1299.66
2017-02-08,105,407.17,-594.96
2017-03-17,101,388.32,-3486.19
2017-03-17,102,-137.17,1511.57
2017-03-17,103,832.12,3461.26
2017-03-17,104,-50.87,60.25
2017-03-17,105,471.45,2998.77
2017-04-19,101,-522.52,2519.56
2017-04-19,102,558.63,-2404.69
2017-04-19,103,-234.83,316.6
2017-04-19,104,-20.32,-1804.73
2017-04-19,105,-486.24,3515.74
2017-11-27,101,19.58,-4521.68
2017-11-27,102,966.45,2402.42
2017-11-27,103,198.5,4685.41
2017-11-27,104,-705.91,1719.73
2017-11-27,105,610.47,-2990.71
2018-04-20,101,-778.11,-821.99
2018-04-20,102,727.49,4903.38
2018-04-20,103,4.82,1277.56
2018-04-20,104,-492.67,-797.65
2018-04-20,105,605.63,-3250.59
2018-05-01,101,728.21,3579.27
2018-05-01,102,-364.7,301.19
2018-05-01,103,-433.61,588.34
2018-05-01,104,720.24,-2032.31
2018-05-01,105,-925.94,3739.9
2018-05-24,101,-376.04,-4356.61
2018-05-24,102,630.06,4436.61
2018-05-24,103,837.69,-514.48
2018-05-24,104,406.85,2080.76
2018-05-24,105,-799.16,3958.55
2018-06-13,101,936.89,1682.45
2018-06-13,102,383.22,-851.1
2018-06-13,103,-42.17,-2940.27
2018-06-13,104,-794.08,-3578.81
2018-06-13,105,995.01,2347.33
2018-10-17,101,841.65,-594.33
2018-10-17,102,975.43,2399.48
2018-10-17,103,151.78,2466.1
2018-10-17,104,992.42,1221.74
2018-10-17,105,671.35,-156.45
2019-09-20,101,-197.41,4187.03
2019-09-20,102,-343.44,4579.76
2019-09-20,103,120.69,4618.09
2019-09-20,104,886.61,1087.08
2019-09-20,105,806.05,-225.85
2019-10-08,101,-294.17,2939.22
2019-10-08,102,685.63,321.99
2019-10-08,103,-982.63,-1891.14
2019-10-08,104,-881.88,-4022.54
2019-10-08,105,826.04,3350.09
2019-12-20,101,680.32,-3256.3
2019-12-20,102,867.44,1253.39
2019-12-20,103,-840.87,373.9
2019-12-20,104,-589.56,-4250.01
2019-12-20,105,-313.47,-1303.8
2020-01-07,101,-144.76,-3002.6
2020-01-07,102,-39.56,-4586.05
2020-01-07,103,513.47,-1572.05
2020-01-07,104,173.11,-4670.85
2020-01-07,105,-622.47,-2702.47
2020-01-31,101,-103.77,-1519.73
2020-01-31,102,-5.96,3819.65
2020-01-31,103,794.79,-2436.75
2020-01-31,104,5.36,-4855.08
2020-01-31,105,-102.43,3838.71
2020-03-16,101,21.92,-83.41
2020-03-16,102,-975.03,4505.2
2020-03-16,103,398.48,-54.95
2020-03-16,104,77.72,3180.29
2020-03-16,105,724.08,-4152.23
